"transaction_id";"account_id";"transaction_type";"transaction_date";"amount";"fraudulent"
3872;8;"cartão de crédito";"1970-02-12";-529.99;0
3873;10;"cartão de crédito";"1930-04-16";-201.1;0
3874;16;"PIX";"1929-04-30";-407.51;0
3875;3;"cartão de débito";"1991-08-20";-456.72;0
3876;1;"cartão de crédito";"1985-06-16";144.96;0
3877;1;"cartão de crédito";"1985-07-14";-4.59;0
3878;10;"PIX";"1925-08-07";28.41;0
3879;7;"PIX";"1965-06-26";-563.66;0
3880;10;"cartão de crédito";"1922-11-01";475.06;0
3881;11;"cartão de crédito";"1995-04-16";-248.08;0
3882;11;"cartão de crédito";"1988-07-10";-103.76;0
3883;8;"PIX";"1961-10-20";-17.07;0
3884;8;"cartão de crédito";"1969-04-09";-400.45;0
3885;5;"PIX";"2003-09-30";-279.81;1
3886;1;"PIX";"1980-03-17";17.49;0
3887;10;"PIX";"1929-10-16";18283.0;0
3888;4;"PIX";"1984-03-08";-532.59;1
3889;17;"cartão de crédito";"1986-03-13";-85.34;0
3890;11;"PIX";"1995-10-16";-217.83;0
3891;14;"cartão de débito";"1929-02-25";-6.74;0
3892;7;"PIX";"1962-10-13";-612.13;0
3893;12;"PIX";"1925-12-09";-130.81;0
3894;5;"PIX";"2005-01-13";-9.15;0
3895;11;"PIX";"1994-07-03";-494.99;1
3896;17;"TED";"1986-09-29";-109.95;0
3897;2;"PIX";"1993-04-30";-378.24;1
3898;12;"PIX";"1925-09-24";-517.59;0
3899;6;"cartão de crédito";"2008-08-27";227.18;0
3900;2;"cartão de débito";"1992-09-29";-356.41;1
3901;4;"cartão de crédito";"1987-10-17";-64.92;0
3902;12;"cartão de crédito";"1928-06-01";-79.51;0
3903;5;"PIX";"2002-05-04";-208.06;1
3904;9;"PIX";"1991-07-19";-204.68;0
3905;17;"cartão de débito";"1989-05-12";-132.56;0
3906;2;"PIX";"1985-09-03";-344.03;1
3907;2;"PIX";"1988-12-09";-53.58;0
3908;15;"PIX";"1989-10-18";-11.68;0
3909;6;"cartão de crédito";"2001-12-31";-1.33;0
3910;13;"PIX";"1992-08-09";-142.2;0
3911;9;"cartão de débito";"1991-10-09";-612.18;0
3912;11;"PIX";"1986-02-13";-646.22;1
3913;17;"PIX";"1994-07-08";-128.12;0
3914;2;"cartão de débito";"1994-03-05";-258.31;0
3915;2;"PIX";"1987-11-13";-136.08;0
3916;11;"PIX";"1994-07-03";-153.69;0
3917;8;"PIX";"1970-02-22";-84.35;0
3918;6;"cartão de crédito";"2006-09-21";-426.62;1
3919;13;"PIX";"1988-04-03";-194.21;0
3920;17;"cartão de crédito";"1994-08-08";-118.19;0
3921;13;"cartão de crédito";"1992-11-25";548.3;0
3922;8;"cartão de crédito";"1967-10-13";-584.8;0
3923;15;"PIX";"1994-07-15";-69.45;0
3924;9;"PIX";"1990-05-29";-53.4;0
3925;4;"PIX";"1990-01-30";-336.4;1
3926;16;"cartão de débito";"1926-06-22";-354.33;0
3927;14;"PIX";"1929-02-17";26.51;0
3928;12;"PIX";"1924-12-09";-53.26;0
3929;17;"PIX";"1989-03-28";-8.07;0
3930;17;"PIX";"1987-05-15";-2.2;0
3931;15;"cartão de crédito";"1987-09-05";-45.72;0
3932;14;"PIX";"1924-12-26";-63.4;0
3933;16;"cartão de crédito";"1926-05-20";-382.11;0
3934;10;"PIX";"1928-06-21";-8.76;0
3935;15;"cartão de crédito";"1986-06-13";-71.69;0
3936;12;"PIX";"1921-06-24";-118.41;0
3937;14;"PIX";"1920-07-31";-54.79;0
3938;7;"PIX";"1964-11-24";-436.54;0
3939;9;"PIX";"1991-08-31";-266.82;0
3940;6;"PIX";"2009-03-07";144.02;0
3941;4;"cartão de crédito";"1982-06-28";-545.78;1
3942;17;"cartão de crédito";"1988-06-18";-20.83;0
3943;2;"cartão de crédito";"1991-04-16";-265.92;0
3944;8;"cartão de crédito";"1966-06-17";-564.62;0
3945;12;"PIX";"1920-11-23";255.68;0
3946;2;"cartão de crédito";"1987-04-03";-325.3;1
3947;16;"cartão de crédito";"1924-07-04";-105.79;0
3948;10;"cartão de débito";"1928-08-13";575.64;0
3949;15;"cartão de débito";"1990-11-28";-93.88;0
3950;9;"cartão de crédito";"1991-04-17";-486.65;0
3951;9;"PIX";"1989-07-06";-504.51;0
3952;14;"PIX";"1924-07-15";79.18;0
3953;2;"PIX";"1990-07-14";-158.82;0
3954;4;"PIX";"1982-05-22";-105.56;0
3955;16;"cartão de débito";"1925-10-25";-96.5;0
3956;5;"PIX";"2006-04-26";166.06;0
3957;13;"cartão de crédito";"1992-02-26";-507.45;0
3958;4;"cartão de crédito";"1986-10-18";-25.38;0
3959;7;"PIX";"1962-03-01";-128.11;0
3960;13;"cartão de crédito";"1993-03-02";-283.45;0
3961;8;"cartão de crédito";"1965-09-30";-358.14;0
3962;9;"PIX";"1990-09-12";-210.37;0
3963;6;"PIX";"2003-12-31";-403.64;1
3964;16;"PIX";"1925-02-11";131.59;0
3965;16;"PIX";"1925-04-13";-476.12;0
3966;13;"PIX";"1989-11-24";-644.64;0
3967;14;"PIX";"1924-11-20";-43.18;0
3968;12;"PIX";"1926-03-11";-299.12;0
3969;16;"cartão de débito";"1925-07-18";265.48;0
3970;4;"cartão de crédito";"1986-03-09";-225.3;0
3971;15;"cartão de crédito";"1987-02-12";-90.86;0
3972;16;"cartão de crédito";"1921-09-23";20023.0;0
3973;9;"PIX";"1989-01-04";-553.19;0
3974;6;"PIX";"2002-03-13";-402.47;1
3975;3;"cartão de crédito";"1992-01-02";592.77;0
3976;3;"cartão de crédito";"1997-10-22";-550.21;0
3977;13;"PIX";"1988-04-25";228.25;0
3978;13;"PIX";"1986-11-08";-399.68;0
3979;13;"cartão de crédito";"1987-10-28";375.67;0
3980;8;"PIX";"1962-06-04";-533.09;0
3981;5;"TED";"2000-07-13";-220.96;1
3982;6;"PIX";"2011-04-24";-230.88;0
3983;4;"PIX";"1982-11-11";325.45;0
3984;2;"cartão de débito";"1992-03-03";-199.11;0
3985;5;"PIX";"2007-10-13";-75.68;0
3986;13;"PIX";"1986-08-15";-761.26;0
3987;8;"cartão de crédito";"1970-06-25";206.62;0
3988;12;"cartão de crédito";"1925-08-20";-63.74;0
3989;12;"PIX";"1928-03-23";-352.2;0
3990;5;"PIX";"2007-02-25";-124.28;0
3991;17;"PIX";"1995-04-13";37.62;0
3992;11;"PIX";"1991-10-07";-86.35;0
3993;1;"PIX";"1986-03-07";-142.72;0
3994;1;"PIX";"1989-01-14";-81.21;0
3995;10;"PIX";"1930-04-24";530.16;0
3996;12;"cartão de crédito";"1923-12-24";-47.01;0
3997;5;"cartão de crédito";"2000-08-04";28.52;0
3998;16;"cartão de crédito";"1927-12-26";-294.41;0
3999;1;"cartão de crédito";"1988-03-28";-104.29;0
4000;5;"cartão de crédito";"2002-08-01";-17.51;0
4001;11;"PIX";"1991-09-05";-229.51;0
4002;10;"PIX";"1922-06-20";-552.25;0
4003;5;"cartão de crédito";"2007-06-15";-4.62;0
4004;6;"PIX";"2003-06-28";72.46;0
4005;3;"cartão de crédito";"1997-01-23";423.19;0
4006;4;"cartão de crédito";"1981-10-01";-588.68;1
4007;2;"PIX";"1991-03-17";273.62;0
4008;10;"PIX";"1924-04-10";-346.31;0
4009;14;"PIX";"1929-05-28";-42.14;0
4010;15;"PIX";"1988-08-08";-111.23;0
4011;17;"cartão de crédito";"1992-06-29";-62.58;0
4012;2;"cartão de crédito";"1991-02-23";184.61;0
4013;16;"cartão de débito";"1927-12-30";-307.15;0
4014;11;"cartão de crédito";"1995-01-11";253.66;0
4015;13;"PIX";"1991-02-09";-567.68;0
4016;8;"PIX";"1965-08-16";-625.48;0
4017;7;"cartão de crédito";"1963-11-28";-308.63;0
4018;6;"cartão de crédito";"2007-04-25";-66.9;0
4019;9;"cartão de crédito";"1985-02-16";248.18;0
4020;17;"PIX";"1990-01-30";-159.66;0
4021;13;"PIX";"1992-05-20";-428.39;0
4022;12;"PIX";"1921-08-05";-496.15;0
4023;5;"TED";"2000-10-24";-134.18;0
4024;2;"cartão de crédito";"1990-06-20";-107.05;0
4025;4;"cartão de crédito";"1980-08-21";-414.05;1
4026;7;"TED";"1964-05-16";-308.88;0
4027;17;"PIX";"1989-08-03";-19.53;0
4028;6;"cartão de crédito";"2010-09-07";-378.12;1
4029;17;"cartão de crédito";"1993-02-27";86.99;0
4030;2;"PIX";"1985-03-10";-262.03;0
4031;12;"PIX";"1923-04-01";-493.78;0
4032;14;"PIX";"1924-01-13";-7.66;0
4033;17;"PIX";"1989-09-21";-102.4;0
4034;4;"cartão de crédito";"1990-04-03";-368.8;1
4035;11;"PIX";"1987-04-28";-268.14;0
4036;3;"PIX";"1999-03-08";-682.99;1
4037;11;"cartão de crédito";"1988-09-18";348.39;0
4038;6;"PIX";"2002-01-08";-25.99;0
4039;4;"PIX";"1981-04-11";-256.67;0
4040;4;"PIX";"1984-02-16";-631.89;1
4041;7;"PIX";"1962-05-12";-119.87;0
4042;15;"PIX";"1986-10-28";-100.7;0
4043;11;"PIX";"1990-03-29";-479.47;1
4044;15;"PIX";"1985-07-25";-77.23;0
4045;15;"cartão de crédito";"1987-01-07";11.48;0
4046;10;"PIX";"1925-02-02";672.13;0
4047;10;"cartão de crédito";"1930-05-25";-611.24;0
4048;11;"PIX";"1989-12-02";-510.09;1
4049;17;"TED";"1995-09-17";-153.17;0
4050;9;"PIX";"1984-09-21";-271.81;0
4051;9;"cartão de crédito";"1983-05-30";-530.88;0
4052;10;"PIX";"1928-08-13";-154.3;0
4053;14;"cartão de crédito";"1926-02-27";-12.24;0
4054;9;"PIX";"1984-12-05";530.89;0
4055;14;"PIX";"1927-01-09";-73.59;0
4056;6;"PIX";"2003-10-12";-15.85;0
4057;7;"PIX";"1961-08-15";-619.1;0
4058;10;"PIX";"1926-06-27";398.03;0
4059;15;"PIX";"1987-04-03";-75.85;0
4060;16;"PIX";"1927-12-27";-472.49;0
4061;1;"cartão de crédito";"1984-12-10";254.35;0
4062;6;"PIX";"2002-09-13";-181.6;0
4063;7;"PIX";"1962-02-19";-586.45;0
4064;4;"cartão de crédito";"1981-04-06";89.15;0
4065;1;"PIX";"1984-10-31";237.97;0
4066;14;"cartão de crédito";"1923-04-22";-41.89;0
4067;5;"PIX";"2005-02-21";129.19;0
4068;9;"PIX";"1988-08-02";-166.9;0
4069;15;"PIX";"1987-06-13";93.69;0
4070;6;"cartão de crédito";"2002-03-21";-139.49;0
4071;7;"PIX";"1958-07-11";-378.18;0
4072;4;"cartão de crédito";"1988-06-27";-485.46;1
4073;13;"cartão de crédito";"1990-11-15";-720.33;0
4074;4;"PIX";"1984-04-26";-22.01;0
4075;3;"PIX";"1999-07-14";-618.57;1
4076;14;"PIX";"1922-02-11";-71.73;0
4077;16;"PIX";"1927-03-19";304.74;0
4078;11;"cartão de débito";"1992-02-19";-229.85;0
4079;12;"cartão de crédito";"1929-12-18";-308.57;0
4080;17;"cartão de crédito";"1990-10-26";-104.37;0
4081;3;"PIX";"1991-05-30";-109.76;0
4082;17;"cartão de crédito";"1991-12-10";141.33;0
4083;15;"PIX";"1989-09-26";-45.72;0
4084;6;"PIX";"2010-07-15";-306.12;1
4085;15;"cartão de crédito";"1985-05-12";49.48;0
4086;3;"PIX";"1993-08-11";-186.58;0
4087;12;"PIX";"1922-03-06";18374.0;0
4088;16;"PIX";"1927-10-17";24545.0;0
4089;6;"PIX";"2009-11-16";-300.68;1
4090;6;"PIX";"2009-08-23";-165.37;0
4091;12;"cartão de crédito";"1928-10-28";-609.24;0
4092;3;"PIX";"1992-05-07";-666.88;1
4093;7;"cartão de crédito";"1966-02-19";-38.78;0
4094;5;"cartão de crédito";"2007-09-09";-92.77;0
4095;14;"cartão de crédito";"1926-04-11";-46.45;0
4096;8;"PIX";"1961-10-02";-298.33;0
4097;15;"PIX";"1988-01-31";-85.58;0
4098;13;"PIX";"1995-05-30";359.8;0
4099;14;"PIX";"1921-02-23";-16.55;0
4100;12;"PIX";"1920-12-17";-373.9;0
4101;16;"PIX";"1922-09-22";-349.11;0
4102;14;"PIX";"1921-10-11";60.95;0
4103;16;"cartão de crédito";"1928-07-22";-10.16;0
4104;1;"TED";"1989-01-19";-231.85;1
4105;3;"cartão de débito";"2001-02-08";-677.01;1
4106;9;"PIX";"1986-12-21";-603.5;0
4107;15;"PIX";"1985-08-10";-5.46;0
4108;17;"PIX";"1988-03-18";-145.42;0
4109;9;"PIX";"1988-07-29";-376.56;0
4110;14;"PIX";"1920-09-27";-22.49;0
4111;5;"cartão de crédito";"2000-06-06";72.45;0
4112;7;"cartão de crédito";"1957-11-11";-467.77;0
4113;7;"PIX";"1964-08-14";132.61;0
4114;10;"cartão de débito";"1927-05-16";-84.19;0
4115;8;"PIX";"1968-08-25";-283.95;0
4116;15;"cartão de crédito";"1994-03-29";-72.16;0
4117;11;"cartão de crédito";"1989-07-16";-331.38;1
4118;7;"PIX";"1957-10-27";-209.89;0
4119;7;"PIX";"1963-05-22";-138.84;0
4120;7;"cartão de crédito";"1964-03-07";362.92;0
4121;3;"cartão de débito";"1997-07-12";-309.64;0
4122;15;"PIX";"1987-11-17";-87.39;0
4123;13;"cartão de crédito";"1993-01-02";-633.9;0
4124;4;"PIX";"1990-04-08";363.31;0
4125;15;"PIX";"1989-05-08";-97.9;0
4126;17;"PIX";"1993-05-21";-84.32;0
4127;4;"cartão de crédito";"1980-11-25";-490.05;1
4128;3;"cartão de crédito";"1996-11-19";-666.09;1
4129;16;"PIX";"1927-01-23";318.68;0
4130;15;"cartão de crédito";"1988-09-01";90.72;0
4131;1;"TED";"1987-12-19";-93.3;0
4132;14;"PIX";"1926-07-13";48.16;0
4133;1;"PIX";"1981-05-20";-209.84;1
4134;11;"PIX";"1994-03-16";-687.34;1
4135;16;"PIX";"1922-02-09";-376.89;0
4136;7;"PIX";"1960-12-15";-263.99;0
4137;14;"PIX";"1930-01-06";-16.58;0
4138;5;"PIX";"2000-09-10";-105.4;0
4139;9;"PIX";"1989-05-01";142.03;0
4140;7;"cartão de crédito";"1961-09-19";-314.66;0
4141;2;"PIX";"1987-09-21";-138.09;0
4142;1;"cartão de crédito";"1986-08-04";-112.83;0
4143;11;"PIX";"1990-05-14";289.13;0
4144;4;"cartão de débito";"1987-01-08";-136.84;0
4145;15;"PIX";"1993-12-21";-44.07;0
4146;10;"PIX";"1924-06-20";-436.34;0
4147;10;"cartão de crédito";"1926-07-23";-129.9;0
4148;14;"PIX";"1926-11-16";-58.87;0
4149;14;"PIX";"1929-04-30";78.59;0
4150;1;"cartão de crédito";"1980-01-07";-156.12;0
4151;15;"PIX";"1992-06-28";-97.65;0
4152;1;"PIX";"1980-12-16";-179.36;0
4153;7;"PIX";"1961-02-12";-634.79;0
4154;12;"cartão de crédito";"1929-03-24";352.11;0
4155;2;"PIX";"1985-10-14";-349.1;1
4156;15;"PIX";"1986-01-19";-19.19;0
4157;11;"PIX";"1987-09-03";302.62;0
4158;2;"cartão de crédito";"1988-03-03";1.91;0
4159;4;"PIX";"1982-05-12";-352.21;1
4160;3;"PIX";"1995-02-27";-662.46;1
4161;4;"cartão de crédito";"1989-01-30";408.14;0
4162;13;"PIX";"1988-02-17";157.96;0
4163;5;"PIX";"2005-02-16";-30.46;0
4164;4;"PIX";"1989-09-21";-18.83;0
4165;12;"cartão de crédito";"1928-09-10";-178.25;0
4166;3;"PIX";"1993-04-24";-207.51;0
4167;11;"cartão de crédito";"1989-01-10";-612.64;1
4168;7;"PIX";"1962-12-02";406.32;0
4169;11;"cartão de débito";"1990-07-24";-535.25;1
4170;7;"PIX";"1964-02-20";-10.02;0
4171;3;"PIX";"1997-07-26";463.1;0
4172;7;"PIX";"1958-09-17";173.27;0
4173;8;"PIX";"1967-09-02";-126.22;0
4174;12;"PIX";"1923-07-18";413.37;0
4175;10;"PIX";"1923-06-25";9629.0;0
4176;12;"PIX";"1928-02-22";184.01;0
4177;14;"cartão de crédito";"1924-08-06";79.99;0
4178;1;"cartão de débito";"1981-11-11";-235.47;1
4179;4;"cartão de crédito";"1985-10-10";-109.83;0
4180;15;"PIX";"1993-11-04";-55.33;0
4181;1;"PIX";"1982-04-22";-1.6;0
4182;2;"cartão de crédito";"1987-11-12";-237.38;0
4183;3;"PIX";"1992-06-29";-310.69;0
4184;8;"PIX";"1970-07-16";527.14;0
4185;1;"PIX";"1984-09-08";-214.11;1
4186;2;"PIX";"1987-07-22";279.42;0
4187;17;"PIX";"1989-09-16";-44.13;0
4188;9;"PIX";"1991-08-15";-721.09;0
4189;10;"PIX";"1923-07-08";-306.08;0
4190;2;"cartão de crédito";"1993-09-29";-113.56;0
4191;9;"PIX";"1987-07-15";-33.9;0
4192;15;"cartão de débito";"1991-04-14";-44.51;0
4193;17;"PIX";"1995-03-30";64.19;0
4194;7;"PIX";"1966-04-27";-456.03;0
4195;8;"PIX";"1965-07-23";-234.79;0
4196;15;"cartão de crédito";"1987-10-11";-104.6;0
4197;16;"PIX";"1925-07-17";448.16;0
4198;17;"TED";"1986-05-31";-84.57;0
4199;14;"PIX";"1920-06-10";-34.29;0
4200;17;"PIX";"1993-02-05";110.21;0
4201;11;"PIX";"1993-08-15";-585.61;1
4202;6;"PIX";"2006-09-01";108.09;0
4203;9;"PIX";"1987-06-13";-279.18;0
4204;9;"PIX";"1987-11-09";-33.15;0
4205;10;"PIX";"1927-06-22";-229.91;0
4206;9;"PIX";"1986-09-15";-115.12;0
4207;4;"PIX";"1987-02-26";-529.36;1
4208;15;"PIX";"1990-12-25";-103.48;0
4209;17;"PIX";"1986-07-19";-83.12;0
4210;3;"cartão de crédito";"2000-07-24";-13.34;0
4211;4;"PIX";"1981-10-27";-541.28;1
4212;15;"PIX";"1990-01-06";-76.03;0
4213;10;"cartão de débito";"1924-06-23";-336.93;0
4214;16;"cartão de crédito";"1924-12-22";-152.71;0
4215;9;"PIX";"1986-02-06";62518.0;0
4216;12;"PIX";"1924-09-24";-270.97;0
4217;9;"cartão de crédito";"1990-09-29";-500.39;0
4218;7;"PIX";"1963-01-15";-591.36;0
4219;4;"cartão de crédito";"1983-01-12";-61.85;0
4220;2;"cartão de crédito";"1988-01-22";278.89;0
4221;1;"TED";"1989-02-14";-52.44;0
4222;8;"PIX";"1967-12-29";-353.73;0
4223;12;"PIX";"1922-05-01";370.76;0
4224;17;"cartão de crédito";"1986-10-04";-74.38;0
4225;12;"cartão de débito";"1930-03-31";-601.95;0
4226;10;"PIX";"1924-02-26";-698.65;0
4227;13;"cartão de débito";"1987-10-28";-721.34;0
4228;8;"PIX";"1968-01-27";249.1;0
4229;17;"PIX";"1988-02-25";-62.95;0
4230;2;"cartão de crédito";"1990-04-29";-336.84;1
4231;7;"PIX";"1960-03-27";-67.55;0
4232;6;"cartão de crédito";"2005-02-18";-385.06;1
4233;13;"cartão de débito";"1995-08-11";-532.23;0
4234;6;"PIX";"2009-05-26";-407.77;1
4235;8;"cartão de crédito";"1966-05-23";-150.19;0
4236;15;"PIX";"1992-02-22";37.05;0
4237;10;"PIX";"1927-02-06";154.51;0
4238;1;"PIX";"1987-02-10";-155.66;0
4239;6;"PIX";"2005-09-24";-42.89;0
4240;16;"cartão de crédito";"1922-05-08";-132.59;0
4241;4;"cartão de crédito";"1981-01-27";-580.36;1
4242;4;"cartão de crédito";"1984-03-29";160.01;0
4243;10;"TED";"1923-09-13";-442.77;0
4244;17;"cartão de crédito";"1989-01-21";-105.49;0
4245;5;"PIX";"2002-09-15";78.21;0
4246;11;"cartão de crédito";"1990-01-26";-234.63;0
4247;7;"cartão de débito";"1956-10-01";-10.13;0
4248;1;"cartão de crédito";"1986-02-15";-155.57;0
4249;3;"PIX";"1991-11-10";683.47;0
4250;15;"cartão de crédito";"1986-06-03";-5.47;0
4251;3;"PIX";"1991-08-08";-52.8;0
4252;10;"PIX";"1928-04-18";-96.98;0
4253;10;"PIX";"1926-11-22";-410.81;0
4254;2;"PIX";"1989-06-03";-27.28;0
4255;14;"PIX";"1929-04-21";-64.1;0
4256;1;"PIX";"1985-10-27";248.47;0
4257;7;"cartão de débito";"1965-09-09";185.67;0
4258;9;"PIX";"1986-09-28";-381.79;0
4259;13;"cartão de crédito";"1991-08-18";-335.62;0
4260;2;"cartão de crédito";"1994-01-26";-44.85;0
4261;6;"cartão de crédito";"2010-01-02";-303.74;1
4262;13;"PIX";"1986-02-27";794.23;0
4263;4;"cartão de débito";"1985-08-15";-615.61;1
4264;14;"PIX";"1925-05-25";31.85;0
4265;6;"cartão de crédito";"2010-04-21";-160.37;0
4266;10;"PIX";"1922-05-11";566.13;0
4267;3;"PIX";"1996-06-18";-530.27;0
4268;13;"cartão de crédito";"1992-06-24";-299.08;0
4269;4;"PIX";"1989-08-09";360.34;0
4270;4;"cartão de crédito";"1988-09-23";-286.11;0
4271;6;"cartão de crédito";"2010-09-28";-237.38;0
4272;12;"PIX";"1930-02-03";-443.25;0
4273;5;"cartão de crédito";"2003-05-30";-158.13;0
4274;11;"PIX";"1990-11-16";3.34;0
4275;7;"PIX";"1963-09-04";-163.57;0
4276;17;"TED";"1986-10-17";-142.34;0
4277;5;"PIX";"2008-02-14";-115.77;0
4278;6;"PIX";"2003-04-24";157.48;0
4279;3;"PIX";"1996-06-20";441.96;0
4280;9;"PIX";"1991-01-26";-323.57;0
4281;1;"PIX";"1985-07-13";-105.2;0
4282;12;"cartão de crédito";"1929-08-06";-132.25;0
4283;11;"PIX";"1994-08-05";302.91;0
4284;4;"PIX";"1986-08-04";-191.63;0
4285;14;"cartão de débito";"1929-03-30";-6.0;0
4286;6;"cartão de crédito";"2007-11-29";-407.93;1
4287;16;"PIX";"1927-03-20";-394.22;0
4288;2;"PIX";"1990-07-17";-2.36;0
4289;10;"PIX";"1929-10-08";-588.28;0
4290;4;"PIX";"1987-11-12";-299.12;0
4291;4;"PIX";"1989-03-22";627.03;0
4292;16;"PIX";"1923-01-02";336.48;0
4293;13;"PIX";"1988-09-24";4352.0;0
4294;6;"PIX";"2002-11-12";37.72;0
4295;13;"PIX";"1995-05-27";-251.17;0
4296;16;"PIX";"1923-05-29";-429.21;0
4297;8;"PIX";"1967-03-16";-407.63;0
4298;15;"PIX";"1994-02-09";-54.99;0
4299;8;"PIX";"1963-05-28";-642.77;0
4300;4;"cartão de débito";"1988-09-14";-1.29;0
4301;9;"PIX";"1986-08-22";365.89;0
4302;1;"PIX";"1981-03-22";-95.54;0
4303;11;"PIX";"1991-05-01";-715.73;1
4304;5;"PIX";"2006-08-26";-145.56;0
4305;2;"PIX";"1991-03-23";148.56;0
4306;17;"PIX";"1988-11-09";43.43;0
4307;7;"TED";"1965-01-01";435.14;0
4308;12;"cartão de crédito";"1924-09-15";-511.42;0
4309;17;"PIX";"1992-11-17";-61.4;0
4310;6;"PIX";"2011-01-29";-416.42;1
4311;3;"PIX";"1997-05-25";-97.76;0
4312;13;"cartão de crédito";"1986-10-01";-574.92;0
4313;3;"PIX";"2001-03-05";393.23;0
4314;4;"cartão de crédito";"1987-05-15";5.27;0
4315;7;"PIX";"1961-07-17";-50.28;0
4316;5;"cartão de débito";"2006-02-27";-174.38;0
4317;17;"cartão de crédito";"1987-05-28";-151.8;0
4318;11;"cartão de crédito";"1995-06-12";248.83;0
4319;16;"PIX";"1930-01-20";-92.6;0
4320;14;"cartão de crédito";"1926-03-13";-45.04;0
4321;5;"PIX";"2008-06-11";-249.47;1
4322;9;"cartão de débito";"1990-01-20";-611.38;0
4323;1;"PIX";"1985-10-28";-54.39;0
4324;16;"PIX";"1923-06-03";360.43;0
4325;1;"PIX";"1981-07-27";74.06;0
4326;1;"cartão de crédito";"1989-01-14";-142.19;0
4327;9;"PIX";"1982-10-18";-579.01;0
4328;6;"cartão de crédito";"2008-02-19";-224.88;0
4329;4;"PIX";"1987-09-23";-527.84;1
4330;1;"PIX";"1988-07-24";-69.97;0
4331;1;"cartão de crédito";"1987-05-03";-90.18;0
4332;16;"PIX";"1924-06-11";-76.64;0
4333;12;"cartão de débito";"1921-04-11";-245.77;0
4334;9;"cartão de crédito";"1991-10-11";29.07;0
4335;12;"cartão de crédito";"1926-08-18";-303.22;0
4336;2;"cartão de débito";"1993-04-10";-374.22;1
4337;16;"PIX";"1929-09-26";-381.44;0
4338;14;"PIX";"1926-02-24";-76.01;0
4339;8;"PIX";"1960-09-24";-200.96;0
4340;8;"cartão de crédito";"1962-06-12";-259.62;0
4341;10;"PIX";"1927-11-23";-162.05;0
4342;14;"cartão de crédito";"1923-07-28";-13.52;0
4343;4;"PIX";"1985-03-11";-498.25;1
4344;14;"PIX";"1920-04-08";23.55;0
4345;17;"PIX";"1990-05-02";29.2;0
4346;9;"PIX";"1990-02-23";515.08;0
4347;15;"cartão de crédito";"1993-09-17";-18.06;0
4348;6;"cartão de crédito";"2008-10-06";-323.08;1
4349;7;"PIX";"1965-06-22";607.93;0
4350;6;"PIX";"2009-01-30";-306.71;1
4351;7;"PIX";"1957-02-17";-107.96;0
4352;13;"cartão de crédito";"1993-12-04";-220.7;0
4353;5;"cartão de crédito";"2001-03-24";-237.22;1
4354;8;"PIX";"1962-05-27";-208.54;0
4355;14;"TED";"1926-03-04";155.0;0
4356;17;"cartão de crédito";"1993-03-19";151.09;0
4357;14;"cartão de crédito";"1929-04-20";9.96;0
4358;2;"PIX";"1989-08-31";-324.18;1
4359;16;"cartão de débito";"1927-02-18";153.76;0
4360;2;"PIX";"1991-12-22";1.91;0
4361;3;"PIX";"2000-07-19";-573.26;1
4362;5;"cartão de débito";"2003-05-29";-45.08;0
4363;5;"PIX";"2001-11-17";-194.72;0
4364;2;"PIX";"1993-01-14";-299.13;1
4365;2;"cartão de crédito";"1990-03-09";57.61;0
4366;2;"cartão de débito";"1994-03-25";-330.2;1
4367;15;"PIX";"1990-01-29";-82.71;0
4368;3;"PIX";"1997-09-03";-221.27;0
4369;4;"cartão de crédito";"1980-11-30";-513.38;1
4370;2;"cartão de crédito";"1989-08-29";-186.04;0
4371;11;"PIX";"1985-12-31";-595.97;1
4372;17;"PIX";"1987-07-11";-81.7;0
4373;13;"cartão de crédito";"1991-09-26";-391.99;0
4374;13;"cartão de débito";"1988-04-03";18671.0;0
4375;4;"cartão de crédito";"1987-01-21";-612.64;1
4376;5;"PIX";"2002-01-04";-198.46;0
4377;13;"PIX";"1989-07-12";-698.5;0
4378;9;"PIX";"1991-03-26";-537.15;0
4379;8;"PIX";"1963-12-09";-598.56;0
4380;17;"cartão de crédito";"1986-01-24";-50.45;0
4381;9;"PIX";"1991-10-03";-727.01;0
4382;10;"PIX";"1926-04-27";-474.19;0
4383;12;"PIX";"1924-10-02";-129.52;0
4384;10;"cartão de débito";"1926-11-21";180.55;0
4385;13;"cartão de débito";"1995-03-31";-127.55;0
4386;4;"PIX";"1983-06-06";-577.11;1
4387;6;"PIX";"2007-09-23";-64.16;0
4388;10;"cartão de crédito";"1927-01-13";-53.36;0
4389;4;"PIX";"1985-12-16";397.41;0
4390;6;"PIX";"2004-10-01";-398.13;1
4391;16;"PIX";"1924-09-17";-192.63;0
4392;10;"PIX";"1927-10-12";-99.23;0
4393;3;"cartão de crédito";"1993-07-26";-452.54;0
4394;8;"cartão de crédito";"1969-02-22";-214.7;0
4395;7;"PIX";"1957-10-29";-461.91;0
4396;17;"PIX";"1987-09-14";-90.15;0
4397;10;"cartão de crédito";"1924-02-17";-423.86;0
4398;6;"cartão de débito";"2003-08-21";-62.73;0
4399;2;"PIX";"1989-04-26";-220.07;0
4400;15;"PIX";"1992-06-28";-50.45;0
4401;4;"PIX";"1986-07-27";-637.41;1
4402;16;"PIX";"1927-09-11";-389.86;0
4403;7;"PIX";"1961-08-26";-158.7;0
4404;10;"cartão de crédito";"1930-03-06";-378.05;0
